year,exporter_iso3,exporter_name,importer_iso3,importer_name,trade_value_thousand_usd,quantity_metric_tons,quantity_missing
2017,QAT,Qatar,IDN,Indonesia,370013.485,703239.227,0
2017,IND,India,SAU,Saudi Arabia,369555.557,735949.031,0
2017,VNM,Viet Nam,KHM,Cambodia,368424.813,421052.873,0
2017,SAU,Saudi Arabia,MAR,Morocco,366969.021,687586.985,0
2017,BEL,Belgium,CAN,Canada,364567.267,1002082.578,0
2017,BRA,Brazil,USA,USA,362651.906,921458.936,0
2017,USA,USA,LBN,Lebanon,359508.487,343889.526,0
2017,OMN,Oman,YEM,Yemen,354780.02,407857.757,0
2017,THA,Thailand,MYS,Malaysia,353324.116,635263.432,0
2017,ROU,Romania,MDA,Rep. of Moldova,351250.229,658257.734,0
2017,SGP,Singapore,KHM,Cambodia,349440.032,386048.01,0
2017,ROU,Romania,BGR,Bulgaria,347047.403,654188.51,0
2017,ITA,Italy,DZA,Algeria,339608.594,663829.159,0
2017,USA,USA,URY,Uruguay,338645.017,649784.246,0
2017,FIN,Finland,USA,USA,336106.26,533682.457,0
2017,ITA,Italy,AUT,Austria,332787.31,593624.863,0
2017,USA,USA,DEU,Germany,331372.007,606260.287,0
2017,DEU,Germany,LUX,Luxembourg,327765.723,572511.798,0
2017,KWT,Kuwait,THA,Thailand,326845.964,547163.4,0
2017,USA,USA,LCA,Saint Lucia,325112.133,313818.604,0
2017,IND,India,ITA,Italy,324712.8,648939.908,0
2017,KOR,Rep. of Korea,ARE,United Arab Emirates,323623.292,549175.923,0
2017,MYS,Malaysia,JPN,Japan,323599.2,874813.591,0
2017,CAN,Canada,NLD,Netherlands,321668.679,685789.196,0
2017,CIV,C̫te d'Ivoire,LBR,Liberia,320012.737,422948.5,0
2017,DEU,Germany,GBR,United Kingdom,318232.576,379866.941,0
2017,THA,Thailand,MMR,Myanmar,317152.796,524616.075,0
2017,IDN,Indonesia,MYS,Malaysia,316059.852,711789.103,0
2017,AUS,Australia,SGP,Singapore,314713.362,937622.071,0
2017,USA,USA,ITA,Italy,312909.851,631846.681,0
2017,DZA,Algeria,ESP,Spain,312484.92,612004.918,0
2017,ISR,Israel,CYP,Cyprus,311639.652,694936.193,0
2017,NOR,Norway,GBR,United Kingdom,309888.382,641268.743,0
2017,NLD,Netherlands,CHE,Switzerland,307300.371,10486.723,0
2017,USA,USA,JPN,Japan,307125.021,496940.202,0
2017,QAT,Qatar,USA,USA,301153.964,249115.802,0
2017,FRA,France,ESP,Spain,300760.525,735244.208,0
2017,CZE,Czechia,DEU,Germany,299563.197,555287.102,0
2017,IDN,Indonesia,SGP,Singapore,299426.429,658939.893,0
2017,CHN,China,JPN,Japan,298409.005,243591.037,0
2017,NOR,Norway,ISL,Iceland,297246.083,603529.146,0
